authors,publication_date,research_orgs,product_type,article_type,journal_name
"""Reinhard, Andrew Austin [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)] (ORCID:0000000220803172)"",""Inglis, Jeremy David [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)] (ORCID:0000000238683041)"",""Steiner, Robert Ernest [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)] (ORCID:0000000232181032)"",""Lamont, Stephen Philip [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)] (ORCID:0000000212960936)"",""Cardon, April Rose [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)]"",""Wende, Allison Marie [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)] (ORCID:0000000249785131)"",""Lopez, Deanna Lynn [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)]"",""Roach, Jeffrey Lee [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)]""",2020-08-17T00:00:00Z,"""Los Alamos National Lab. (LANL), Los Alamos, NM (United States)""",Journal Article,Accepted Manuscript,Journal of Radioanalytical and Nuclear Chemistry
"""Wilden, Andreas [Forschungszentrum Juelich (Germany). Inst. for Energy and Climate Research (IEK)] (ORCID:0000000156813009)"",""Kreft, Fabian [Forschungszentrum Juelich (Germany). Inst. for Energy and Climate Research (IEK)] (ORCID:0000000274750686)"",""Schneider, Dimitri [Forschungszentrum Juelich (Germany). Inst. for Energy and Climate Research (IEK)] (ORCID:0000000286071090)"",""Paparigas, Zaina [Forschungszentrum Juelich (Germany). Inst. for Energy and Climate Research (IEK)] (ORCID:0000000317212141)"",""Modolo, Giuseppe [Forschungszentrum Juelich (Germany). Inst. for Energy and Climate Research (IEK)] (ORCID:0000000164905595)"",""Lumetta, Gregg J. [Pacific Northwest National Lab. (PNNL), Richland, WA (United States)] (ORCID:0000000202168515)"",""Gelis, Artem V. [Univ. of Nevada, Las Vegas, NV (United States)] (ORCID:0000000254871472)"",""Law, Jack D. [Idaho National Lab. (INL), Idaho Falls, ID (United States)] (ORCID:0000000170857542)"",""Geist, Andreas [Karlsruhe Inst. of Technology (KIT) (Germany)] (ORCID:0000000314368247)""",2020-10-16T00:00:00Z,"""Pacific Northwest National Lab. (PNNL), Richland, WA (United States)"",""Idaho National Lab. (INL), Idaho Falls, ID (United States)""",Journal Article,Accepted Manuscript,Applied Sciences
"""Albright, L. [Sandia National Lab. (SNL-NM), Albuquerque, NM (United States)]"",""Amway, P. [Exelon Corporation, Chicago, Il (United States)]"",""Andrews, N. [Sandia National Lab. (SNL-NM), Albuquerque, NM (United States)]"",""Basu, Sudhamay [McGill Engineering Associates, Rockville, MD (United States)]"",""Bolger, F. [Electric Power Research Inst. (EPRI), Palo Alto, CA (United States)]"",""Bunt, R. [Southern Nuclear, Birmingham, AL (United States)]"",""Cibula, M. [TEPCO Holdings, Tokyo (Japan)]"",""Corradini, M. [Univ. of Wisconsin, Madison, WI (United States)]"",""Ellison, P. [GE-Hitachi Nuclear Energy Americas, Wilmington, NC (United States)]"",""Farmer, M. [Argonne National Lab. (ANL), Argonne, IL (United States)]"",""Gabor, J. [Jensen Hughes, Baltimore, MD (United States)]"",""Gauntt, R. [Gauntt Technical Associates, Albuquerque, NM (United States)]"",""Hoshi, H. [Nuclear Regulation Authority of Japan, Tokyo (Japan)]"",""Ito, S. [Nuclear Damage Compensation and Decommissioning Facilitation Corporation, Tokyo (Japan)]"",""Iwanaga, K. [Nuclear Regulation Authority of Japan, Tokyo (Japan)]"",""Kirkland, K. [Texas A & M Univ. at Galveston, TX (United States)]"",""Klass, K. [Talen Energy, Allentown, PA (United States)]"",""Kikuchi, W. [Nuclear Regulation Authority of Japan, Tokyo (Japan)]"",""Kobayashi, T. [TEPCO Holdings, Tokyo (Japan)]"",""Kojo, R. [Nuclear Regulation Authority of Japan, Tokyo (Japan)]"",""Koyama, S. [Japan Atomic Energy Agency, Tokyo (Japan)]"",""Kraft, S. [Kraft-Contente, LLC, Bethesda, MD (United States)]"",""Kurata, M. [Japan Atomic Energy Agency, Tokyo (Japan)]"",""Linthicum, R. [Westinghouse Electric, Cranberry Township, PA (United States). PWR Owners Group]"",""Luangdilok, W. [Fauske & Associates, LLC, Burr Ridge, IL (United States); H2 Technologies, LLC, Naples, FL (United States)]"",""Luxat, D. [Sandia National Lab. (SNL-NM), Albuquerque, NM (United States)]"",""Martin, R. [BWX Technologies, Lynchburg, VA (United States)]"",""McMinn, P. [Fauske & Associates, LLC, Burr Ridge, IL (United States)]"",""Mizokami, S. [TEPCO Holdings, Tokyo (Japan)]"",""Nakano, J. [Nuclear Damage Compensation and Decommissioning Facilitation Corporation, Tokyo (Japan)]"",""Nakayoshi, A. [Japan Atomic Energy Agency, Tokyo (Japan)]"",""Nudi, M. [Electric Power Research Inst. (EPRI), Palo Alto, CA (United States)]"",""Okamoto, T. [Nuclear Damage Compensation and Decommissioning Facilitation Corporation, Tokyo (Japan)]"",""Paik, C. [Fauske & Associates, LLC, Burr Ridge, IL (United States)]"",""Plys, M. [Fauske & Associates, LLC, Burr Ridge, IL (United States)]"",""Rempe, J. [Rempe and Associates, LLC, Idaho Falls, ID (United States)]"",""Robb, K. [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)]"",""Taira, M. [Nuclear Regulation Authority of Japan, Tokyo (Japan)]"",""Tanoue, H. [Nuclear Regulation Authority of Japan, Tokyo (Japan)]"",""Voelsing, K. [Electric Power Research Inst. (EPRI), Palo Alto, CA (United States)]"",""Wachowiak, R. [Jensen Hughes, Baltimore, MD (United States)]"",""Washiya, T. [Japan Atomic Energy Agency, Tokyo (Japan)]"",""Whiteman, P. [Framatome,  Courbevoie (France)]"",""Williamson, B. [Tennessee Valley Authority, Knoxville, TN (United States)]"",""Yasui, M. [Nuclear Regulation Authority of Japan, Tokyo (Japan)]""",2021-03-01T00:00:00Z,"""Argonne National Lab. (ANL), Argonne, IL (United States)"",""Sandia National Lab. (SNL-NM), Albuquerque, NM (United States)"",""Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)""",Technical Report,,
"""Dau, Phuong D. [Lawrence Berkeley National Lab. (LBNL), Berkeley, CA (United States). Chemical Sciences Division]"",""Vasiliu, Monica [Univ. of Alabama, Tuscaloosa, AL (United States). Dept. of Chemistry] (ORCID:0000000175734787)"",""Wilson, Richard E. [Argonne National Lab. (ANL), Argonne, IL (United States). Chemical Sciences and Engineering Division] (ORCID:0000000186185680)"",""Dixon, David A. [Univ. of Alabama, Tuscaloosa, AL (United States). Dept. of Chemistry] (ORCID:0000000294920056)"",""Gibson, John K. [Lawrence Berkeley National Lab. (LBNL), Berkeley, CA (United States). Chemical Sciences Division] (ORCID:0000000321075418)""",2020-10-22T00:00:00Z,"""Lawrence Berkeley National Lab. (LBNL), Berkeley, CA (United States)"",""Argonne National Lab. (ANL), Argonne, IL (United States)""",Journal Article,Accepted Manuscript,"Journal of Physical Chemistry. A, Molecules, Spectroscopy, Kinetics, Environment, and General Theory"
"""Chisholm, Brandon M."",""Krahn, Steven L."",""Fleming, Karl N.""",2020-11-01T00:00:00Z,"""Vanderbilt Univ., Nashville, TN (United States)""",Journal Article,Published Article,Progress in Nuclear Energy
"""Taylor, Caitlin"",""Hattar, Khalid Mikhiel""",2021-01-01T00:00:00Z,"""Sandia National Lab. (SNL-NM), Albuquerque, NM (United States)""",Conference,,
"""Windorff, Cory J. [Florida State Univ., Tallahassee, FL (United States); Univ. of California, Irvine, CA (United States); Los Alamos National Lab. (LANL), Los Alamos, NM (United States). Chemistry Division] (ORCID:0000000252089129)"",""Sperling, Joseph M. [Florida State Univ., Tallahassee, FL (United States)] (ORCID:0000000319165633)"",""Albrecht-Schönzart, Thomas E. [Florida State Univ., Tallahassee, FL (United States)] (ORCID:0000000229893311)"",""Bai, Zhuanling [Florida State Univ., Tallahassee, FL (United States)]"",""Evans, William J. [Univ. of California, Irvine, CA (United States)] (ORCID:000000020651418X)"",""Gaiser, Alyssa N. [Florida State Univ., Tallahassee, FL (United States)]"",""Gaunt, Andrew J. [Los Alamos National Lab. (LANL), Los Alamos, NM (United States). Chemistry Division] (ORCID:0000000196796020)"",""Goodwin, Conrad P. [Los Alamos National Lab. (LANL), Los Alamos, NM (United States). Chemistry Division] (ORCID:0000000243202548)"",""Hobart, David E. [Florida State Univ., Tallahassee, FL (United States)]"",""Huffman, Zachary K. [Florida State Univ., Tallahassee, FL (United States)]"",""Huh, Daniel N. [Univ. of California, Irvine, CA (United States)] (ORCID:0000000178870856)"",""Klamm, Bonnie E. [Florida State Univ., Tallahassee, FL (United States)] (ORCID:0000000211680932)"",""Poe, Todd N. [Florida State Univ., Tallahassee, FL (United States)]"",""Warzecha, Evan [Florida State Univ., Tallahassee, FL (United States)] (ORCID:0000000170079250)""",2020-09-10T00:00:00Z,"""Los Alamos National Lab. (LANL), Los Alamos, NM (United States)""",Journal Article,Accepted Manuscript,Inorganic Chemistry
"""Cipiti, Benjamin B.""",2021-02-01T00:00:00Z,"""Sandia National Lab. (SNL-NM), Albuquerque, NM (United States)""",Conference,,
"""Schaller, Rebecca"",""Bryan, Charles R.""",2021-02-01T00:00:00Z,"""Sandia National Lab. (SNL-NM), Albuquerque, NM (United States)""",Conference,,
"""Boreen, Michael A. [Univ. of California, Berkeley, CA (United States); Lawrence Berkeley National Lab. (LBNL), Berkeley, CA (United States)] (ORCID:0000000173252717)"",""Groß, Oliver A. [Paderborn University (Germany)]"",""Hohloch, Stephan [University of Innsbruck (Austria)] (ORCID:0000000253530801)"",""Arnold, John [Univ. of California, Berkeley, CA (United States); Lawrence Berkeley National Lab. (LBNL), Berkeley, CA (United States)] (ORCID:000000019671227X)""",2020-08-19T00:00:00Z,"""Lawrence Berkeley National Lab. (LBNL), Berkeley, CA (United States)""",Journal Article,Accepted Manuscript,Dalton Transactions
"""Dewald, E. L. [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)] (ORCID:0000000340546967)"",""Landen, O. L. [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)] (ORCID:0000000214998217)"",""Salmonson, J. [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)]"",""Masse, L. [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)] (ORCID:0000000235879671)"",""Tabak, M. [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)]"",""Smalyuk, V. A. [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)]"",""Schiaffino, S. [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)]"",""Heredia, R. [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)]"",""Schneider, M. [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)] (ORCID:0000000197068308)"",""Nikroo, A. [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)] (ORCID:0000000288550378)""",2020-12-16T00:00:00Z,"""Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)""",Journal Article,Accepted Manuscript,Physics of Plasmas
"""Liu, Xiang-Yang [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)] (ORCID:0000000341833802)"",""Pilania, Ghanshyam [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)] (ORCID:0000000344601572)"",""Talapatra, Anjana Anu [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)] (ORCID:0000000264462437)"",""Stanek, Christopher R. [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)] (ORCID:000000019989219X)"",""Uberuaga, Blas Pedro [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)] (ORCID:0000000169346219)""",2020-10-14T00:00:00Z,"""Los Alamos National Lab. (LANL), Los Alamos, NM (United States)""",Journal Article,Accepted Manuscript,ACS Applied Materials and Interfaces
,2020-12-31T00:00:00Z,"""Knolls Atomic Power Laboratory (KAPL), Niskayuna, NY (United States). Fluor Marine Propulsion, LLC""",Technical Report,,
"""Junk, Thomas R. [Fermi National Accelerator Lab. (FNAL), Batavia, IL (United States)]"",""Lyons, Louis [Imperial College, London (United Kingdom); Univ. of Oxford (United Kingdom)]""",2020-12-21T00:00:00Z,"""Fermi National Accelerator Lab. (FNAL), Batavia, IL (United States)""",Journal Article,Accepted Manuscript,Harvard Data Science Review
"""Pan, Jinhe [Pennsylvania State Univ., University Park, PA (United States); China Univ. of Mining and Technology, Xuzhou, Jiangsu (China)]"",""Hassas, Behzad Vaziri [Pennsylvania State Univ., University Park, PA (United States)] (ORCID:0000000176474550)"",""Rezaee, Mohammad [Pennsylvania State Univ., University Park, PA (United States)]"",""Zhou, Changchun [China Univ. of Mining and Technology, Xuzhou, Jiangsu (China)]"",""Pisupati, Sarma V. [Pennsylvania State Univ., University Park, PA (United States)] (ORCID:0000000220983302)""",2020-10-19T00:00:00Z,"""Inventure Renewables, Inc., Tuscaloosa, AL (United States)""",Journal Article,Accepted Manuscript,Journal of Cleaner Production
"""Mei, Lei [Chinese Academy of Sciences (CAS), Beijing (China). Inst. of High Energy Physics (IHEP), Lab. of Nuclear Energy Chemistry] (ORCID:0000000229267265)"",""Ren, Peng [Chinese Academy of Sciences (CAS), Beijing (China). Inst. of High Energy Physics (IHEP), Lab. of Nuclear Energy Chemistry; East China Univ. of Technology, Nanchang (China). State Key Lab. of Nuclear Resources and Environment]"",""Wu, Qun-yan [Chinese Academy of Sciences (CAS), Beijing (China). Inst. of High Energy Physics (IHEP), Lab. of Nuclear Energy Chemistry]"",""Ke, Yu-bin [Spallation Neutron Source Science Center, Dongguan (China)]"",""Geng, Jun-shan [Chinese Academy of Sciences (CAS), Beijing (China). Inst. of High Energy Physics (IHEP), Lab. of Nuclear Energy Chemistry]"",""Liu, Kang [Chinese Academy of Sciences (CAS), Beijing (China). Inst. of High Energy Physics (IHEP), Lab. of Nuclear Energy Chemistry]"",""Xing, Xue-qing [Chinese Academy of Sciences (CAS), Beijing (China). Inst. of High Energy Physics (IHEP), Beijing Synchrotron Radiation Facility] (ORCID:0000000210526319)"",""Huang, Zhi-wei [Chinese Academy of Sciences (CAS), Beijing (China). Inst. of High Energy Physics (IHEP), Lab. of Nuclear Energy Chemistry] (ORCID:0000000326603136)"",""Hu, Kong-qiu [Chinese Academy of Sciences (CAS), Beijing (China). Inst. of High Energy Physics (IHEP), Lab. of Nuclear Energy Chemistry]"",""Liu, Ya-lan [Chinese Academy of Sciences (CAS), Beijing (China). Inst. of High Energy Physics (IHEP), Lab. of Nuclear Energy Chemistry]"",""Yuan, Li-yong [Chinese Academy of Sciences (CAS), Beijing (China). Inst. of High Energy Physics (IHEP), Lab. of Nuclear Energy Chemistry] (ORCID:0000000342618717)"",""Mo, Guang [Chinese Academy of Sciences (CAS), Beijing (China). Inst. of High Energy Physics (IHEP), Beijing Synchrotron Radiation Facility]"",""Wu, Zhong-hua [Chinese Academy of Sciences (CAS), Beijing (China). Inst. of High Energy Physics (IHEP), Beijing Synchrotron Radiation Facility] (ORCID:000000028036022X)"",""Gibson, John K. [Lawrence Berkeley National Lab. (LBNL), Berkeley, CA (United States)] (ORCID:0000000321075418)"",""Chai, Zhi-fang [Chinese Academy of Sciences (CAS), Beijing (China). Inst. of High Energy Physics (IHEP), Lab. of Nuclear Energy Chemistry; Chinese Academy of Sciences (CAS), Ningbo (China). Ningbo Inst. of Industrial Technology, Engineering Lab. of Advanced Energy Materials]"",""Shi, Wei-qun [Chinese Academy of Sciences (CAS), Beijing (China). Inst. of High Energy Physics (IHEP), Lab. of Nuclear Energy Chemistry] (ORCID:0000000199299732)""",2020-09-15T00:00:00Z,"""Lawrence Berkeley National Lab. (LBNL), Berkeley, CA (United States)""",Journal Article,Accepted Manuscript,Journal of the American Chemical Society
"""Harter, Jackson R [Idaho National Lab. (INL), Idaho Falls, ID (United States)] (ORCID:0000000263854535)"",""Palmer, Todd [Oregon State Univ., Corvallis, OR (United States)]"",""Greaney, P. Alex [Univ. of California, Riverside, CA (United States)]""",2020-09-29T00:00:00Z,"""Idaho National Lab. (INL), Idaho Falls, ID (United States)""",Journal Article,Accepted Manuscript,Advances in Heat Transfer
"""Miao, Yinbin [Argonne National Lab. (ANL), Lemont, IL (United States)]"",""Mo, Kun [Argonne National Lab. (ANL), Lemont, IL (United States)]"",""Bhattacharya, Sumit [Argonne National Lab. (ANL), Lemont, IL (United States)]"",""Jamison, Laura [Argonne National Lab. (ANL), Lemont, IL (United States)]"",""Oaks, Aaron [Argonne National Lab. (ANL), Lemont, IL (United States)]"",""Kim, Yeon Soo [Argonne National Lab. (ANL), Lemont, IL (United States)]"",""Yacout, Abdellatif M. [Argonne National Lab. (ANL), Lemont, IL (United States)]""",2020-09-21T00:00:00Z,"""Argonne National Lab. (ANL), Argonne, IL (United States). Argonne Tandem Linac Accelerator System (ATLAS)"",""Idaho National Lab. (INL), Idaho Falls, ID (United States)""",Journal Article,Accepted Manuscript,Journal of Nuclear Materials
"""Giglio, Jeffrey J [Idaho National Laboratory] (ORCID:000000020877927X)""",2021-01-15T00:00:00Z,"""Idaho National Lab. (INL), Idaho Falls, ID (United States)""",Program Document,,
"""Verriere, Marc Hugo [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)] (ORCID:0000000201531212)"",""Mumpower, Matthew Ryan [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)] (ORCID:0000000299509688)"",""Kawano, Toshihiko [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)] (ORCID:0000000174634899)"",""Schunck, N. [Lawrence Livermore National Lab. (LLNL), Livermore, CA (United States)]""",2020-09-28T00:00:00Z,"""Los Alamos National Lab. (LANL), Los Alamos, NM (United States)""",Journal Article,Accepted Manuscript,EPJ Web of Conferences (Online)
